所在市町村	市町村	市町村よみ	学校名	|名称=	よみ	|よみ=	|所在地=	郵便番号	所在地	|電話番号=				
八戸市	八戸市	はちのへし	江陽	八戸市立江陽小学校	こうよう	はちのへしりつこうようしょうがっこう	〒031-0801 青森県八戸市江陽五丁目9の24	031-0801	江陽五丁目9の24	0178-22-1824	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	湊	八戸市立湊小学校	みなと	はちのへしりつみなとしょうがっこう	〒031-0812 青森県八戸市湊町中道7の1	031-0812	湊町中道7の1	0178-33-1022	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	青潮	八戸市立青潮小学校	せいちょう	はちのへしりつせいちょうしょうがっこう	〒031-0812 青森県八戸市湊町鮫ノ口23の4	031-0812	湊町鮫ノ口23の4	0178-33-1710	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	白銀	八戸市立白銀小学校	しろがね	はちのへしりつしろがねしょうがっこう	〒031-0822 青森県八戸市白銀町大久保道1の1	031-0822	白銀町大久保道1の1	0178-33-1021	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	町畑	八戸市立町畑小学校	まちばたけ	はちのへしりつまちばたけしょうがっこう	〒031-0833 青森県八戸市大久保下町畑29の2	031-0833	大久保下町畑29の2	0178-35-5133	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	美保野	八戸市立美保野小学校	みほの	はちのへしりつみほのしょうがっこう	〒031-0844 青森県八戸市美保野2	031-0844	美保野2	0178-25-5661	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	鮫	八戸市立鮫小学校	さめ	はちのへしりつさめしょうがっこう	〒031-0841 青森県八戸市鮫町上手代森19	031-0841	鮫町上手代森19	0178-33-0249	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	種差	八戸市立種差小学校	たねさし	はちのへしりつたねさししょうがっこう	〒031-0841 青森県八戸市鮫町赤コウ55の59	031-0841	鮫町赤コウ55の59	0178-38-2011	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	大久喜	八戸市立大久喜小学校	おおくき	はちのへしりつおおくきしょうがっこう	〒031-0841 青森県八戸市鮫町大作平44の29	031-0841	鮫町大作平44の29	0178-38-2609	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	金浜	八戸市立金浜小学校	かねはま	はちのへしりつかねはましょうがっこう	〒031-0843 青森県八戸市金浜外ノ久保43の3	031-0843	金浜外ノ久保43の3	0178-38-2610	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	根城	八戸市立根城小学校	ねじょう	はちのへしりつねじょうしょうがっこう	〒039-1166 青森県八戸市根城四丁目22の27	039-1166	根城四丁目22の27	0178-22-0248	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	田面木	八戸市立田面木小学校	たものき	はちのへしりつたものきしょうがっこう	〒039-1104 青森県八戸市田面木山道下13の2	039-1104	田面木山道下13の2	0178-27-2424	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	下長	八戸市立下長小学校	しもなが	はちのへしりつしもながしょうがっこう	〒039-1103 青森県八戸市長苗代太古殿1の1	039-1103	長苗代太古殿1の1	0178-28-6731	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	根岸	八戸市立根岸小学校	ねぎし	はちのへしりつねぎししょうがっこう	〒039-1161 青森県八戸市河原木根岸1の2	039-1161	河原木根岸1の2	0178-28-1835	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	是川	八戸市立是川小学校	これかわ	はちのへしりつこれかわしょうがっこう	〒031-0023 青森県八戸市是川四丁目1	031-0023	是川四丁目1	0178-96-3746	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	是川東	八戸市立是川東小学校	これかわひがし	はちのへしりつこれかわひがししょうがっこう	〒031-0023 青森県八戸市是川街道端1の4	031-0023	是川街道端1の4	0178-96-2052	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	三条	八戸市立三条小学校	さんじょう	はちのへしりつさんじょうしょうがっこう	〒039-1101 青森県八戸市尻内町三条目4の4	039-1101	尻内町三条目4の4	0178-27-2216	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	明治	八戸市立明治小学校	めいじ	はちのへしりつめいじしょうがっこう	〒039-1105 青森県八戸市八幡舘ノ下12の2	039-1105	八幡舘ノ下12の2	0178-27-3321	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	桔梗野	八戸市立桔梗野小学校	ききょうの	はちのへしりつききょうのしょうがっこう	〒039-2241 青森県八戸市市川町尻引前山31の2	039-2241	市川町尻引前山31の2	0178-28-3905	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	轟木	八戸市立轟木小学校	とどろき	はちのへしりつとどろきしょうがっこう	〒039-2241 青森県八戸市市川町和野22の4	039-2241	市川町和野22の4	0178-52-3458	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	多賀	八戸市立多賀小学校	たが	はちのへしりつたがしょうがっこう	〒039-2241 青森県八戸市市川町古舘30の1	039-2241	市川町古舘30の1	0178-52-3450	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	豊崎	八戸市立豊崎小学校	とよさき	はちのへしりつとよさきしょうがっこう	〒039-1109 青森県八戸市豊崎町下永福寺12の3	039-1109	豊崎町下永福寺12の3	0178-23-2202	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	新井田	八戸市立新井田小学校	にいだ	はちのへしりつにいだしょうがっこう	〒031-0813 青森県八戸市新井田館平20	031-0813	新井田館平20	0178-25-5125	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	松館	八戸市立松館小学校	まつだて	はちのへしりつまつだてしょうがっこう	〒031-0815 青森県八戸市松館門前6の2	031-0815	松館門前6の2	0178-25-5123	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	旭ヶ丘	八戸市立旭ヶ丘小学校	あさひがおか	はちのへしりつあさひがおかしょうがっこう	〒031-0824 青森県八戸市旭ヶ丘一丁目1の6	031-0824	旭ヶ丘一丁目1の6	0178-25-5100	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	多賀台	八戸市立多賀台小学校	たがだい	はちのへしりつたがだいしょうがっこう	〒039-2242 青森県八戸市多賀台三丁目9	039-2242	多賀台三丁目9	0178-52-2450	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	白鴎	八戸市立白鴎小学校	はくおう	はちのへしりつはくおうしょうがっこう	〒031-0822 青森県八戸市白銀町中平13の3	031-0822	白銀町中平13の3	0178-33-0624	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	城下	八戸市立城下小学校	しろした	はちのへしりつしろしたしょうがっこう	〒031-0072 青森県八戸市城下四丁目3の42	031-0072	城下四丁目3の42	0178-44-3022	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	図南	八戸市立図南小学校	となん	はちのへしりつとなんしょうがっこう	〒031-0022 青森県八戸市糠塚大開4の1	031-0022	糠塚大開4の1	0178-44-4661	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	高舘	八戸市立高舘小学校	たかだて	はちのへしりつたかだてしょうがっこう	〒039-1161 青森県八戸市河原木小田56の16	039-1161	河原木小田56の16	0178-28-3603	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	江南	八戸市立江南小学校	こうなん	はちのへしりつこうなんしょうがっこう	〒039-1166 青森県八戸市根城九丁目22の50	039-1166	根城九丁目22の50	0178-46-2431	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	城北	八戸市立城北小学校	じょうほく	はちのへしりつじょうほくしょうがっこう	〒039-1165 青森県八戸市石堂一丁目22の6	039-1165	石堂一丁目22の6	0178-28-5461	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	西園	八戸市立西園小学校	にしぞの	はちのへしりつにしぞのしょうがっこう	〒039-1101 青森県八戸市尻内町嶋田24の1	039-1101	尻内町嶋田24の1	0178-23-3235	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	白銀南	八戸市立白銀南小学校	しろがねみなみ	はちのへしりつしろがねみなみしょうがっこう	〒031-0833 青森県八戸市大久保鷹待場38の2	031-0833	大久保鷹待場38の2	0178-33-1126	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	日計ケ丘	八戸市立日計ケ丘小学校	ひばかりがおか	はちのへしりつひばかりがおかしょうがっこう	〒039-1161 青森県八戸市河原木日計上11の1	039-1161	河原木日計上11の1	0178-29-3141	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	白山台	八戸市立白山台小学校	はくさんだい	はちのへしりつはくさんだいしょうがっこう	〒039-1111 青森県八戸市東白山台二丁目31の1	039-1111	東白山台二丁目31の1	0178-27-9200	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	市野沢	八戸市立市野沢小学校	いちのさわ	はちのへしりついちのさわしょうがっこう	〒031-0111 青森県八戸市南郷区市野沢石窪32の10	031-0111	南郷区市野沢石窪32の10	0178-82-2042	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	中野	八戸市立中野小学校	なかの	はちのへしりつなかのしょうがっこう	〒031-0114 青森県八戸市南郷区中野八ツ役5の1	031-0114	南郷区中野八ツ役5の1	0178-82-2511	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	島守	八戸市立島守小学校	しまもり	はちのへしりつしまもりしょうがっこう	〒031-0202 青森県八戸市南郷区島守小平15の1	031-0202	南郷区島守小平15の1	0178-83-2311	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	八戸市	はちのへし	鳩田	八戸市立鳩田小学校	はとだ	はちのへしりつはとだしょうがっこう	〒031-0112 青森県八戸市南郷区大森鳩田向14	031-0112	南郷区大森鳩田向14	0178-82-2551	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
八戸市	階上町学校組合	はしかみまちがっこうくみあい	田代	階上町学校組合立田代小学校	たしろ	はしかみまちがっこうくみあいりつたしろしょうがっこう	〒031-0202 青森県八戸市八戸市南郷区島守赤羽6の25	031-0202	八戸市南郷区島守赤羽6の25	0178-83-2742	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
黒石市	黒石市	くろいしし	黒石	黒石市立黒石小学校	くろいし	くろいししりつくろいししょうがっこう	〒036-0351 青森県黒石市黒石砂森76	036-0351	黒石砂森76	0172-52-2391	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
黒石市	黒石市	くろいしし	六郷	黒石市立六郷小学校	ろくごう	くろいししりつろくごうしょうがっこう	〒036-0536 青森県黒石市三島宮元380の1	036-0536	三島宮元380の1	0172-52-3759	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
黒石市	黒石市	くろいしし	上十川	黒石市立上十川小学校	かみとがわ	くろいししりつかみとがわしょうがっこう	〒036-0323 青森県黒石市上十川留岡1の15の1	036-0323	上十川留岡1の15の1	0172-52-8406	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
黒石市	黒石市	くろいしし	中郷	黒石市立中郷小学校	なかごう	くろいししりつなかごうしょうがっこう	〒036-0316 青森県黒石市ぐみの木二丁目77	036-0316	ぐみの木二丁目77	0172-52-2049	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
黒石市	黒石市	くろいしし	北陽	黒石市立北陽小学校	ほくよう	くろいししりつほくようしょうがっこう	〒036-0511 青森県黒石市小屋敷馬場尻道添12の2	036-0511	小屋敷馬場尻道添12の2	0172-52-3506	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
黒石市	黒石市	くろいしし	東英	黒石市立東英小学校	とうえい	くろいししりつとうえいしょうがっこう	〒036-0415 青森県黒石市上山形築館9の1	036-0415	上山形築館9の1	0172-54-8311	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
黒石市	黒石市	くろいしし	牡丹平	黒石市立牡丹平小学校	ぼたんだいら	くろいししりつぼたんだいらしょうがっこう	〒036-0332 青森県黒石市牡丹平諏訪野平9	036-0332	牡丹平諏訪野平9	0172-52-3255	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
黒石市	黒石市	くろいしし	浅瀬石	黒石市立浅瀬石小学校	あせいし	くろいししりつあせいししょうがっこう	〒036-0343 青森県黒石市浅瀬石村上160	036-0343	浅瀬石村上160	0172-52-3902	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
黒石市	黒石市	くろいしし	追子野木	黒石市立追子野木小学校	おこのき	くろいししりつおこのきしょうがっこう	〒036-0357 青森県黒石市追子野木三丁目145の1	036-0357	追子野木三丁目145の1	0172-52-3449	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
黒石市	黒石市	くろいしし	黒石東	黒石市立黒石東小学校	くろいしひがし	くろいししりつくろいしひがししょうがっこう	〒036-0338 青森県黒石市春日町70	036-0338	春日町70	0172-52-3880	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	五所川原	五所川原市立五所川原小学校	ごしょがわら	ごしょがわらしりつごしょがわらしょうがっこう	〒037-0081 青森県五所川原市新宮岡田161	037-0081	新宮岡田161	0173-35-2767	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	南	五所川原市立南小学校	みなみ	ごしょがわらしりつみなみしょうがっこう	〒037-0043 青森県五所川原市蓮沼2	037-0043	蓮沼2	0173-34-3665	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	栄	五所川原市立栄小学校	さかえ	ごしょがわらしりつさかえしょうがっこう	〒037-0015 青森県五所川原市姥萢船橋156の2	037-0015	姥萢船橋156の2	0173-34-2938	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	沖飯詰	五所川原市立沖飯詰小学校	おきいいづめ	ごしょがわらしりつおきいいづめしょうがっこう	〒037-0092 青森県五所川原市沖飯詰帯刀28	037-0092	沖飯詰帯刀28	0173-36-2414	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	松島	五所川原市立松島小学校	まつしま	ごしょがわらしりつまつしましょうがっこう	〒037-0013 青森県五所川原市米田八ツ橋8	037-0013	米田八ツ橋8	0173-34-2930	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	一野坪	五所川原市立一野坪小学校	いちのつぼ	ごしょがわらしりついちのつぼしょうがっこう	〒037-0093 青森県五所川原市一野坪早蕨7	037-0093	一野坪早蕨7	0173-34-2939	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	飯詰	五所川原市立飯詰小学校	いいづめ	ごしょがわらしりついいづめしょうがっこう	〒037-0002 青森県五所川原市飯詰石田184	037-0002	飯詰石田184	0173-37-2135	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	毘沙門	五所川原市立毘沙門小学校	びしゃもん	ごしょがわらしりつびしゃもんしょうがっこう	〒037-0096 青森県五所川原市毘沙門中熊石178	037-0096	毘沙門中熊石178	0173-36-2917	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	中央	五所川原市立中央小学校	ちゅうおう	ごしょがわらしりつちゅうおうしょうがっこう	〒037-0006 青森県五所川原市松島町二丁目94	037-0006	松島町二丁目94	0173-35-2266	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	三輪	五所川原市立三輪小学校	みつわ	ごしょがわらしりつみつわしょうがっこう	〒037-0025 青森県五所川原市七ツ館虫流6の5	037-0025	七ツ館虫流6の5	0173-27-1010	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	三好	五所川原市立三好小学校	みよし	ごしょがわらしりつみよししょうがっこう	〒037-0088 青森県五所川原市鶴ケ岡唐橋25の2	037-0088	鶴ケ岡唐橋25の2	0173-36-2419	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	東峰	五所川原市立東峰小学校	とうほう	ごしょがわらしりつとうほうしょうがっこう	〒037-0611 青森県五所川原市神山山越1の26	037-0611	神山山越1の26	0173-29-3011	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	金木	五所川原市立金木小学校	かなぎ	ごしょがわらしりつかなぎしょうがっこう	〒037-0202 青森県五所川原市金木町芦野84の54	037-0202	金木町芦野84の54	0173-52-2042	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	嘉瀬	五所川原市立嘉瀬小学校	かせ	ごしょがわらしりつかせしょうがっこう	〒037-0204 青森県五所川原市金木町嘉瀬端山崎269	037-0204	金木町嘉瀬端山崎269	0173-52-2249	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	喜良市	五所川原市立喜良市小学校	きらいち	ごしょがわらしりつきらいちしょうがっこう	〒037-0203 青森県五所川原市金木町喜良市千苅148	037-0203	金木町喜良市千苅148	0173-52-2309	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
五所川原市	五所川原市	ごしょがわらし	市浦	五所川原市立市浦小学校	しうら	ごしょがわらしりつしうらしょうがっこう	〒037-0401 青森県五所川原市相内岩井85	037-0401	相内岩井85	0173-62-2049	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	三本木	十和田市立三本木小学校	さんぼんぎ	とわだしりつさんぼんぎしょうがっこう	〒034-0031 青森県十和田市東三番町36の1	034-0031	東三番町36の1	0176-23-7178	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	北園	十和田市立北園小学校	きたぞの	とわだしりつきたぞのしょうがっこう	〒034-0091 青森県十和田市西十一番町50の18	034-0091	西十一番町50の18	0176-23-4361	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	南	十和田市立南小学校	みなみ	とわだしりつみなみしょうがっこう	〒034-0087 青森県十和田市西十五番町3の1	034-0087	西十五番町3の1	0176-23-2285	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	東	十和田市立東小学校	ひがし	とわだしりつひがししょうがっこう	〒034-0005 青森県十和田市一本木沢一丁目1の1	034-0005	一本木沢一丁目1の1	0176-23-2453	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	西	十和田市立西小学校	にし	とわだしりつにししょうがっこう	〒034-0001 青森県十和田市三本木西金崎6の2	034-0001	三本木西金崎6の2	0176-23-2252	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	下切田	十和田市立下切田小学校	しもきりだ	とわだしりつしもきりだしょうがっこう	〒034-0061 青森県十和田市切田下切田10の1	034-0061	切田下切田10の1	0176-23-3021	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	上切田	十和田市立上切田小学校	かみきりだ	とわだしりつかみきりだしょうがっこう	〒034-0061 青森県十和田市切田上後平43	034-0061	切田上後平43	0176-23-3022	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	藤坂	十和田市立藤坂小学校	ふじさか	とわだしりつふじさかしょうがっこう	〒034-0041 青森県十和田市相坂小林355の1	034-0041	相坂小林355の1	0176-23-2222	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	高清水	十和田市立高清水小学校	たかしず	とわだしりつたかしずしょうがっこう	〒034-0041 青森県十和田市相坂高清水900	034-0041	相坂高清水900	0176-23-3408	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	洞内	十和田市立洞内小学校	ほらない	とわだしりつほらないしょうがっこう	〒034-0107 青森県十和田市洞内長根32	034-0107	洞内長根32	0176-27-2702	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	深持	十和田市立深持小学校	ふかもち	とわだしりつふかもちしょうがっこう	〒034-0106 青森県十和田市深持林12の3	034-0106	深持林12の3	0176-26-2004	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	伝法寺	十和田市立伝法寺小学校	でんぽうじ	とわだしりつでんぽうじしょうがっこう	〒034-0051 青森県十和田市伝法寺盲沼3の8	034-0051	伝法寺盲沼3の8	0176-28-2315	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	米田	十和田市立米田小学校	まいた	とわだしりつまいたしょうがっこう	〒034-0212 青森県十和田市米田向町19	034-0212	米田向町19	0176-28-2301	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	松陽	十和田市立松陽小学校	しょうよう	とわだしりつしょうようしょうがっこう	〒034-0105 青森県十和田市八斗沢砂土路14の161	034-0105	八斗沢砂土路14の161	0176-27-2705	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	ちとせ	十和田市立ちとせ小学校	ちとせ	とわだしりつちとせしょうがっこう	〒034-0002 青森県十和田市元町西六丁目2の1	034-0002	元町西六丁目2の1	0176-23-2942	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	大不動	十和田市立大不動小学校	おおふどう	とわだしりつおおふどうしょうがっこう	〒034-0211 青森県十和田市大不動漆久保24の28	034-0211	大不動漆久保24の28	0176-28-2305	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	滝沢	十和田市立滝沢小学校	たきさわ	とわだしりつたきさわしょうがっこう	〒034-0213 青森県十和田市滝沢舘45	034-0213	滝沢舘45	0176-28-2108	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	沢田	十和田市立沢田小学校	さわだ	とわだしりつさわだしょうがっこう	〒034-0302 青森県十和田市沢田田屋29	034-0302	沢田田屋29	0176-73-2014	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	法奥	十和田市立法奥小学校	ほうおく	とわだしりつほうおくしょうがっこう	〒034-0301 青森県十和田市奥瀬下川目102の2	034-0301	奥瀬下川目102の2	0176-72-2002	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
十和田市	十和田市	とわだし	十和田湖	十和田市立十和田湖小学校	とわだこ	とわだしりつとわだこしょうがっこう	〒018-5501 青森県十和田市奥瀬十和田湖畔休屋16の1	018-5501	奥瀬十和田湖畔休屋16の1	0176-75-2053	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三沢市	三沢市	みさわし	古間木	三沢市立古間木小学校	ふるまぎ	みさわしりつふるまぎしょうがっこう	〒033-0051 青森県三沢市古間木一丁目152の139	033-0051	古間木一丁目152の139	0176-53-3901	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三沢市	三沢市	みさわし	上久保	三沢市立上久保小学校	かみくぼ	みさわしりつかみくぼしょうがっこう	〒033-0041 青森県三沢市大町一丁目3の9	033-0041	大町一丁目3の9	0176-53-3903	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三沢市	三沢市	みさわし	岡三沢	三沢市立岡三沢小学校	おかみさわ	みさわしりつおかみさわしょうがっこう	〒033-0021 青森県三沢市岡三沢三丁目12の1	033-0021	岡三沢三丁目12の1	0176-53-3902	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三沢市	三沢市	みさわし	三沢	三沢市立三沢小学校	みさわ	みさわしりつみさわしょうがっこう	〒033-0022 青森県三沢市三沢園沢93の2	033-0022	三沢園沢93の2	0176-54-2502	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
