|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=				
さいたま市立常盤中学校	さいたましりつときわちゅうがっこう	〒330-0075 埼玉県さいたま市浦和区針ヶ谷4-1-9	048-831-3189	048-830-1561	http://tokiwa-j.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
さいたま市立土呂中学校	さいたましりつとろちゅうがっこう	〒331-0803 埼玉県さいたま市北区見沼3-75	048-654-5100	048-654-5115	http://toro-j.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
さいたま市立土合中学校	さいたましりつつちあいちゅうがっこう	〒338-0836 埼玉県さいたま市桜区町谷1-19-1	048-853-7200	048-840-1432	http://tsuchiai-j.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
さいたま市立土屋中学校	さいたましりつつちやちゅうがっこう	〒331-0062 埼玉県さいたま市西区土屋1766-1	048-622-4611	048-624-2135	http://tsuchiya-j.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
さいたま市立内谷中学校	さいたましりつうちやちゅうがっこう	〒336-0034 埼玉県さいたま市南区内谷6-10-1	048-861-7571	048-836-1586	http://uchiya-j.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
さいたま市立植水中学校	さいたましりつうえみずちゅうがっこう	〒331-0056 埼玉県さいたま市西区三条町345-1	048-623-2581	048-624-2134	http://uemizu-j.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
さいたま市立植竹中学校	さいたましりつうえたけちゅうがっこう	〒331-0804 埼玉県さいたま市北区土呂町352	048-663-2115	048-665-6377	http://uetake-j.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
和光市立第二中学校	わこうしりつだいにちゅうがっこう	〒351-0106 埼玉県和光市広沢1-4	048-462-1793	048-462-1890	http://web.wako-city.ed.jp/~2chu/htdocs/index.php?page_id=0		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
和光市立第三中学校	わこうしりつだいさんちゅうがっこう	〒351-0104 埼玉県和光市南2-2-1	048-461-3306	048-461-3222	http://web.wako-city.ed.jp/~3chu/htdocs/index.php?page_id=0		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
和光市立大和中学校	わこうしりつやまとちゅうがっこう	〒351-0112 埼玉県和光市丸山台2-8-8	048-461-2143	048-461-2237	http://web.wako-city.ed.jp/~yamato/htdocs/index.php?page_id=0		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
深谷市立明戸中学校	ふかやしりつあけとちゅうがっこう	〒366-0016 埼玉県深谷市新井18	048-571-0869	048-573-0634	http://www.aketo-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立荒川中学校	くまがやしりつあらかわちゅうがっこう	〒360-0825 埼玉県熊谷市月見町2-174	048-521-0213	048-521-8426	http://www.aratyu.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
秩父市立荒川中学校	ちちぶしりつあらかわちゅうがっこう	〒369-1803 埼玉県秩父市荒川日野23	0494-54-1010	0494-54-1110	http://www.aratyu.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
朝霞市立朝霞第一中学校	あさかしりつあさかだいいちちゅうがっこう	〒351-0013 埼玉県朝霞市膝折2-31	048-461-0076	048-467-4741	http://www.asakadai1chu.city-asaka.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
朝霞市立朝霞第二中学校	あさかしりつあさかだいにちゅうがっこう	〒351-0007 埼玉県朝霞市岡199	048-461-6540	048-467-4742	http://www.asakadai2chu.city-asaka.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
朝霞市立朝霞第三中学校	あさかしりつあさかだいさんちゅうがっこう	〒351-0023 埼玉県朝霞市溝沼1043-1	048-464-7575	048-460-2280	http://www.asakadai3chu.city-asaka.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
朝霞市立朝霞第四中学校	あさかしりつあさかだいよんちゅうがっこう	〒351-0012 埼玉県朝霞市栄町5-1-60	048-466-4711	048-467-4744	http://www.asakadai4chu.city-asaka.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
朝霞市立朝霞第五中学校	あさかしりつあさかだいごちゅうがっこう	〒351-0031 埼玉県朝霞市宮戸1580	048-471-2236	048-476-1328	http://www.asakadai5chu.city-asaka.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
皆野町立皆野中学校	みなのちょうりつみなのちゅうがっこう	〒369-1412 埼玉県秩父郡皆野町皆野2244-2	0494-62-0432	0494-62-0076	http://www.chichibu.ne.jp/~minano-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
小鹿野町立両神中学校	おがのちょうりつりょうかみちゅうがっこう	〒368-0201 埼玉県秩父郡小鹿野町両神薄2900	0494-79-0004	0494-72-3006	http://www.chichibu.ne.jp/~ryoukami/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
秩父市立秩父第一中学校	ちちぶしりつちちぶだいいちちゅうがっこう	〒368-0012 埼玉県秩父市滝の上町9-22	0494-22-1142	0494-22-7859	http://www.chichibu-stm.ed.jp/~dai1chu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
秩父市立秩父第二中学校	ちちぶしりつちちぶだいにちゅうがっこう	〒368-0035 埼玉県秩父市上町3-13-48	0494-22-0646	0494-22-7860	http://www.chichibu-stm.ed.jp/~dai2chu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
秩父市立影森中学校	ちちぶしりつかげもりちゅうがっこう	〒369-1872 埼玉県秩父市上影森53	0494-22-0778	0494-22-7863	http://www.chichibu-stm.ed.jp/~kagemorichu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
秩父市立尾田蒔中学校	ちちぶしりつおだまきちゅうがっこう	〒368-0056 埼玉県秩父市寺尾2006	0494-23-9234	0494-22-7861	http://www.chichibu-stm.ed.jp/~odamakichu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
秩父市立大田中学校	ちちぶしりつおおたちゅうがっこう	〒368-0065 埼玉県秩父市太田1661	0494-62-0051	0494-62-5085	http://www.chichibu-stm.ed.jp/~ohtachu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
秩父市立大滝中学校	ちちぶしりつおおたきちゅうがっこう	〒369-1901 埼玉県秩父市大滝4058	0494-55-0010	0494-55-0934	http://www.chichibu-stm.ed.jp/~ohtakijh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
秩父市立高篠中学校	ちちぶしりつたかしのちゅうがっこう	〒368-0004 埼玉県秩父市山田2647	0494-22-0685	0494-22-7862	http://www.chichibu-stm.ed.jp/~takashinochu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
秩父市立吉田中学校	ちちぶしりつよしだちゅうがっこう	〒369-1503 埼玉県秩父市下吉田6402	0494-77-0015	0494-77-0027	http://www.chichibu-stm.ed.jp/~yoshichu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立中条中学校	くまがやしりつちゅうじょうちゅうがっこう	〒360-0005 埼玉県熊谷市今井539-1	048-521-3092	048-521-8430	http://www.chujo-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立上尾中学校	あげおしりつあげおちゅうがっこう	〒362-0034 埼玉県上尾市愛宕3-23-34	048-771-0129	048-771-9215	http://www.city.ageo.lg.jp/site/ageo-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立原市中学校	あげおしりつはらいちちゅうがっこう	〒362-0021 埼玉県上尾市原市3479	048-721-0636	048-721-9798	http://www.city.ageo.lg.jp/site/haraichi-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立東中学校	あげおしりつひがしちゅうがっこう	〒362-0013 埼玉県上尾市上尾村479	048-775-6566	048-775-1165	http://www.city.ageo.lg.jp/site/higashi-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立上平中学校	あげおしりつかみひらちゅうがっこう	〒362-0003 埼玉県上尾市菅谷121	048-771-1555	048-771-9276	http://www.city.ageo.lg.jp/site/kamihira-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立瓦葺中学校	あげおしりつかわらぶきちゅうがっこう	〒362-0022 埼玉県上尾市瓦葺163	048-722-2101	048-721-9809	http://www.city.ageo.lg.jp/site/kawarabuki-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立南中学校	あげおしりつみなみちゅうがっこう	〒362-0044 埼玉県上尾市大谷本郷124	048-781-2299	048-726-3347	http://www.city.ageo.lg.jp/site/minami-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立西中学校	あげおしりつにしちゅうがっこう	〒362-0047 埼玉県上尾市今泉515	048-781-1541	048-726-2985	http://www.city.ageo.lg.jp/site/nishi-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立大石中学校	あげおしりつおおいしちゅうがっこう	〒362-0072 埼玉県上尾市中妻4-19	048-772-2660	048-772-0374	http://www.city.ageo.lg.jp/site/oishi-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立大石南中学校	あげおしりつおおいしみなみちゅうがっこう	〒362-0064 埼玉県上尾市小敷谷1105	048-726-0511	048-726-3162	http://www.city.ageo.lg.jp/site/oishiminami-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立大谷中学校	あげおしりつおおやちゅうがっこう	〒362-0045 埼玉県上尾市向山4-10	048-781-9080	048-726-3959	http://www.city.ageo.lg.jp/site/oya-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立太平中学校	あげおしりつたいへいちゅうがっこう	〒362-0064 埼玉県上尾市小敷谷2-3	048-725-2026	048-726-2901	http://www.city.ageo.lg.jp/site/taihei-juniorhighschool/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
富士見市立富士見台中学校	ふじみしりつふじみだいちゅうがっこう	〒354-0023 埼玉県富士見市諏訪2-8-1	049-251-4666	049-255-9693	http://www.city.fujimi.saitama.jp/30shisetsu/06school/school/31fujimidai/2010-0512-1440-137.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
富士見市立本郷中学校	ふじみしりつほんごうちゅうがっこう	〒354-0011 埼玉県富士見市水子539	049-252-2889	049-255-9791	http://www.city.fujimi.saitama.jp/30shisetsu/06school/school/32hongou/2010-0512-1456-137.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
富士見市立東中学校	ふじみしりつひがしちゅうがっこう	〒354-0002 埼玉県富士見市上南畑980	049-253-1555	049-254-8085	http://www.city.fujimi.saitama.jp/30shisetsu/06school/school/33shigasi/2010-0512-1545-137.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
富士見市立西中学校	ふじみしりつにしちゅうがっこう	〒354-0018 埼玉県富士見市西みずほ台3-14-6	049-252-4145	049-255-0233	http://www.city.fujimi.saitama.jp/30shisetsu/06school/school/34nishi/2010-0512-1607-137.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
富士見市立勝瀬中学校	ふじみしりつかつせちゅうがっこう	〒354-0031 埼玉県富士見市勝瀬400-1	049-266-2503	049-261-9698	http://www.city.fujimi.saitama.jp/30shisetsu/06school/school/35katsuse/2010-0512-1647-137.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
富士見市立水谷中学校	ふじみしりつみずたにちゅうがっこう	〒354-0011 埼玉県富士見市水子3117	049-254-5335	049-255-1201	http://www.city.fujimi.saitama.jp/30shisetsu/06school/school/36mizutani/2010-0512-2027-137.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
飯能市立吾野中学校	はんのうしりつあがのちゅうがっこう	〒357-0203 埼玉県飯能市長沢73-1	042-978-1215	042-978-2233	http://www.city.hanno.saitama.jp/gakkou/jh-agano/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
飯能市立飯能第一中学校	はんのうしりつはんのうだいいちちゅうがっこう	〒357-0021 埼玉県飯能市双柳1-1	042-972-4157	042-974-5815	http://www.city.hanno.saitama.jp/gakkou/jh-dai1/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
飯能市立原市場中学校	はんのうしりつはらいちばちゅうがっこう	〒357-0124 埼玉県飯能市原市場646	042-977-1233	042-977-2621	http://www.city.hanno.saitama.jp/gakkou/jh-haraichiba/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
飯能市立加治中学校	はんのうしりつかじちゅうがっこう	〒357-0046 埼玉県飯能市阿須164-1	042-973-2222	042-974-5818	http://www.city.hanno.saitama.jp/gakkou/jh-kaji/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
飯能市立南高麗中学校	はんのうしりつみなみこまちゅうがっこう	〒357-0054 埼玉県飯能市下直竹1061	042-972-3808	042-974-5816	http://www.city.hanno.saitama.jp/gakkou/jh-minamikoma/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
飯能市立美杉台中学校	はんのうしりつみすぎだいちゅうがっこう	〒357-0041 埼玉県飯能市美杉台5-3	042-983-0121	042-972-1133	http://www.city.hanno.saitama.jp/gakkou/jh-misugi/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
飯能市立名栗中学校	はんのうしりつなぐりちゅうがっこう	〒357-0111 埼玉県飯能市上名栗2833	042-979-1126	042-987-1100	http://www.city.hanno.saitama.jp/gakkou/jh-naguri/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
飯能市立飯能西中学校	はんのうしりつはんのうにしちゅうがっこう	〒357-0063 埼玉県飯能市飯能287	042-973-3148	042-974-5817	http://www.city.hanno.saitama.jp/gakkou/jh-nishi/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
羽生市立西中学校	はにゅうしりつにしちゅうがっこう	〒348-0055 埼玉県羽生市羽生120	048-561-0161	048-561-5621	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/12nishi-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
羽生市立南中学校	はにゅうしりつみなみちゅうがっこう	〒348-0046 埼玉県羽生市中岩瀬226	048-563-0253	048-561-7921	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/13minami-jh/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
羽生市立東中学校	はにゅうしりつひがしちゅうがっこう	〒348-0017 埼玉県羽生市今泉1448	048-565-3741	048-565-1319	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/14higashi-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立東町中学校	いるましりつあずまちょうちゅうがっこう	〒358-0001 埼玉県入間市向陽台2-1-22	04-2965-2631	04-2965-5697	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/azumacyo_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立藤沢中学校	いるましりつふじさわちゅうがっこう	〒358-0011 埼玉県入間市下藤沢1263	04-2962-7214	04-2962-8246	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/fujisawa_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立東金子中学校	いるましりつひがしかねこちゅうがっこう	〒358-0026 埼玉県入間市小谷田451-1	04-2962-7118	04-2962-8297	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/higashikaneko_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立上藤沢中学校	いるましりつかみふじさわちゅうがっこう	〒358-0013 埼玉県入間市上藤沢146-2	04-2963-2677	04-2965-5485	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/kamifujisawa_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立金子中学校	いるましりつかねこちゅうがっこう	〒358-0043 埼玉県入間市西三ツ木187	04-2936-0131	04-2936-4074	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/kaneko_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立黒須中学校	いるましりつくろすちゅうがっこう	〒358-0004 埼玉県入間市鍵山3-13-17	04-2963-7501	04-2963-7159	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/kurosu_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立向原中学校	いるましりつむこうはらちゅうがっこう	〒358-0024 埼玉県入間市久保稲荷3-34-1	04-2963-2131	04-2963-0614	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/mukohara_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立武蔵中学校	いるましりつむさしちゅうがっこう	〒358-0014 埼玉県入間市宮寺3193	04-2934-2234	04-2934-3935	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/musashi_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立野田中学校	いるましりつのだちゅうがっこう	〒358-0054 埼玉県入間市野田1741	04-2932-7301	04-2932-8322	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/noda_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立西武中学校	いるましりつせいぶちゅうがっこう	〒358-0053 埼玉県入間市仏子960-1	04-2932-2101	04-2932-2038	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/seibu_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
入間市立豊岡中学校	いるましりつとよおかちゅうがっこう	〒358-0001 埼玉県入間市向陽台2-1-20	04-2962-5274	04-2962-5435	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku001/toyooka_cyu/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立川越第一中学校	かわごえしりつかわごえだいいちちゅうがっこう	〒350-0036 埼玉県川越市小仙波町5-6	049-222-1204	049-229-1221	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121932935992/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立初雁中学校	かわごえしりつはつかりちゅうがっこう	〒350-0052 埼玉県川越市宮下町1-21-3	049-222-0749	049-229-1222	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933091921/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立富士見中学校	かわごえしりつふじみちゅうがっこう	〒350-1114 埼玉県川越市東田町17-1	049-242-0931	049-240-1769	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933139808/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立野田中学校	かわごえしりつのだちゅうがっこう	〒350-1115 埼玉県川越市野田町2-19-14	049-246-8484	049-240-1770	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933184064/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立城南中学校	かわごえしりつじょうなんちゅうがっこう	〒350-1124 埼玉県川越市新宿町3-19-1	049-242-0978	049-240-1771	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933217103/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立芳野中学校	かわごえしりつよしのちゅうがっこう	〒350-0835 埼玉県川越市石田本郷733	049-222-1265	049-229-1223	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933249612/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立東中学校	かわごえしりつひがしちゅうがっこう	〒350-0022 埼玉県川越市小中居278	049-235-2731	049-230-1025	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933280269/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立南古谷中学校	かわごえしりつみなみふるやちゅうがっこう	〒350-0011 埼玉県川越市久下戸3721	049-235-2664	049-230-1026	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933312197/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立高階中学校	かわごえしりつたかしなちゅうがっこう	〒350-1142 埼玉県川越市藤間10	049-242-1010	049-240-1772	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933355684/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立高階西中学校	かわごえしりつたなしなにしちゅうがっこう	〒350-1137 埼玉県川越市砂新田2593	049-244-6741	049-240-1773	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933395875/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立寺尾中学校	かわごえしりつてらおちゅうがっこう	〒350-1141 埼玉県川越市寺尾1068	049-245-6701	049-240-1774	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933435229/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立砂中学校	かわごえしりつすなちゅうがっこう	〒350-1133 埼玉県川越市砂260	049-242-6588	049-240-1775	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933466528/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立福原中学校	かわごえしりつふくはらちゅうがっこう	〒350-1151 埼玉県川越市今福512	049-243-4140	049-240-1776	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933499370/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立大東中学校	かわごえしりつだいとうちゅうがっこう	〒350-1162 埼玉県川越市南大塚1-20-1	049-243-3738	049-240-1777	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933533290/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立大東西中学校	かわごえしりつだいとうにしちゅうがっこう	〒350-1167 埼玉県川越市大袋新田391	049-246-7166	049-240-1778	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933565976/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立霞ケ関中学校	かわごえしりつかすみがせきちゅうがっこう	〒350-1175 埼玉県川越市笠幡72	049-231-1302	049-239-1098	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933768426/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立霞ケ関東中学校	かわごえしりつかすみがせきひがしちゅうがっこう	〒350-1101 埼玉県川越市的場2706	049-232-4606	049-239-1099	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933817485/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立霞ケ関西中学校	かわごえしりつかすみがせきにしちゅうがっこう	〒350-1175 埼玉県川越市笠幡3464-3	049-231-0188	049-239-1100	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933866817/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立川越西中学校	かわごえしりつかわごえにしちゅうがっこう	〒350-1176 埼玉県川越市川鶴1-1	049-231-0641	049-239-1101	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933912083/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立名細中学校	かわごえしりつなぐわしちゅうがっこう	〒350-0811 埼玉県川越市小堤14	049-231-2213	049-239-1102	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933950522/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立鯨井中学校	かわごえしりつくじらいちゅうがっこう	〒350-0815 埼玉県川越市鯨井562-2	049-231-0255	049-239-1103	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121933996639/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川越市立山田中学校	かわごえしりつやまだちゅうがっこう	〒350-0822 埼玉県川越市山田550	049-222-2043	049-229-1224	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121934029866/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
加須市立騎西中学校	かぞしりつきさいちゅうがっこう	〒347-0105 埼玉県加須市騎西1001	0480-73-0039	0480-73-1406	http://www.city.kazo.lg.jp/hp/menu000009100/hpg000009007.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
