|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=				
神奈川県立城郷高等学校	かながわけんりつしろさとこうとうがっこう	〒221-0862 神奈川県横浜市神奈川区三枚町364-1	045-382-5254	045-382-7691	http://www.shirosato-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立城山高等学校	かながわけんりつしろやまこうとうがっこう	〒252-0116 神奈川県相模原市緑区城山1-26-1	042-782-6565	042-782-1834	http://www.shiroyama-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立新羽高等学校	かながわけんりつにっぱこうとうがっこう	〒223-0057 神奈川県横浜市港北区新羽町1348	045-543-8631	045-545-7794	http://www.nippa-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立新栄高等学校	かながわけんりつしんえいこうとうがっこう	〒224-0035 神奈川県横浜市都筑区新栄町1-1	045-593-0307	045-591-5292	http://www.shinei-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立新城高等学校	かながわけんりつしんじょうこうとうがっこう	〒211-0042 神奈川県川崎市中原区下新城1-14-1	044-766-7457	044-752-7812	http://www.shinjo-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立深沢高等学校	かながわけんりつふかさわこうとうがっこう	〒248-0036 神奈川県鎌倉市手広6-4-1	0467-31-6600	0467-31-3350	http://www.fukasawa-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立神奈川工業高等学校	かながわけんりつかながわこうぎょうこうとうがっこう	〒221-0812 神奈川県横浜市神奈川区平川町19-1	(全日制)045-491-9461 / (定時制)045-491-9443	045-413-4101	http://www.kanagawa-th.pen-kanagawa.ed.jp/	(全日制)機械科・建設科・電気科・デザイン科 / (定時制)機械科・建設科・電気科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立神奈川総合高等学校	かながわけんりつかながわそうごうこうとうがっこう	〒221-0812 神奈川県横浜市神奈川区平川町19-2	045-491-2000	045-491-3190	http://www.kanagawasohgoh-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立神奈川総合産業高等学校	かながわけんりつかながわそうごうさんぎょうこうとうがっこう	〒252-0307 神奈川県相模原市南区文京1-11-1	(全日制)042-742-6111 / (定時制)042-742-5707	042-740-2851	http://www.kanagawasogosangyo-h.pen-kanagawa.ed.jp/	(全日制・定時制)総合学科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立秦野高等学校	かながわけんりつはだのこうとうがっこう	〒252-0159 神奈川県秦野市下大槻113	0463-77-1422	0463-79-1886	http://www.hadano-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立秦野曽屋高等学校	かながわけんりつはだのそやこうとうがっこう	〒257-0031 神奈川県秦野市曽屋3613-1	0463-82-4000	0463-83-5342	http://www.hadanosoya-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立秦野総合高等学校	かながわけんりつはだのそうごうこうとうがっこう	〒257-0013 神奈川県秦野市南が丘1-4-1	(全日制)0463-82-1400 / (定時制)0463-82-1434	0463-83-4092	http://www.hadanosogo-ih.pen-kanagawa.ed.jp/	(全日制・定時制)総合学科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立逗子高等学校	かながわけんりつずしこうとうがっこう	〒249-0003 神奈川県逗子市池子4-1025	046-871-3218	046-871-0494	http://www.zushi-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立逗葉高等学校	かながわけんりつずようこうとうがっこう	〒249-0005 神奈川県逗子市桜山5-24-1	046-873-7322	046-873-9045	http://www.zuyo-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立菅高等学校	かながわけんりつすげこうとうがっこう	〒214-0004 神奈川県川崎市多摩区菅馬場4-2-1	044-944-4141	044-944-9190	http://www.suge-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立瀬谷高等学校	かながわけんりつせやこうとうがっこう	〒246-0011 神奈川県横浜市瀬谷区東野台29-1	045-301-6747	045-304-2955	http://www.seya-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立瀬谷西高等学校	かながわけんりつせやにしこうとうがっこう	〒246-0004 神奈川県横浜市瀬谷区中屋敷2-2-5	045-302-3535	045-304-2909	http://www.seyanishi-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立生田高等学校	かながわけんりついくたこうとうがっこう	〒214-0035 神奈川県川崎市多摩区長沢3-17-1	044-977-3800	044-976-9398	http://www.ikuta-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立生田東高等学校	かながわけんりついくたひがしこうとうがっこう	〒214-0038 神奈川県川崎市多摩区生田4-32-1	044-932-1211	044-934-4648	http://www.ikutahigashi-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立西湘高等学校	かながわけんりつせいしょうこうとうがっこう	〒256-0816 神奈川県小田原市酒匂1-3-1	0465-47-2171	0465-48-2350	http://www.seisho-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立川崎工科高等学校	かながわけんりつかわさきこうかこうとうがっこう	〒211-0013 神奈川県川崎市中原区上平間1700-7	044-511-0114	044-549-0138	http://www.kawasakikoka-th.pen-kanagawa.ed.jp/	(全日制)総合技術科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立川崎高等学校	かながわけんりつかわさきこうとうがっこう	〒210-0845 神奈川県川崎市川崎区渡田山王町22-6	(全日制)046-851-0120 / (定時制)046-851-0498	046-851-5282	http://www.kawasaki-h.pen-kanagawa.ed.jp/	(全日制)普通科 / (定時制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立川崎北高等学校	かながわけんりつかわさききたこうとうがっこう	〒216-0003 神奈川県川崎市宮前区有馬3-22-1	044-855-2631	044-855-7769	http://www.kawasakikita-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立川和高等学校	かながわけんりつかわわこうとうがっこう	〒224-0057 神奈川県横浜市都筑区川和町2226-1	045-941-2436	045-942-0826	http://www.kawawa-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立相原高等学校	かながわけんりつあいはらこうとうがっこう	〒252-0143 神奈川県相模原市緑区橋本2-1-58	042-772-0331	042-772-9734	http://www.aihara-h.pen-kanagawa.ed.jp/	(全日制)畜産科学科・食品科学科・環境土木科・商業科・国際経済科・情報処理科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立相模原高等学校	かながわけんりつさがみはらこうとうがっこう	〒252-0242 神奈川県相模原市中央区横山1-7-20	042-752-4133	042-753-6348	http://www.sagamihara-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立相模原青陵高等学校	かながわけんりつさがみはらせいりょうこうとうがっこう	〒252-0325 神奈川県相模原市南区新磯野468	042-747-0531	042-740-2848	http://www.sagamiharaseiryo-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立相模原総合高等学校	かながわけんりつさがみはらそうごうこうとうがっこう	〒252-0135 神奈川県相模原市緑区大島1226	042-761-5055	042-763-3807	http://www.sagamiharasogo-ih.pen-kanagawa.ed.jp/	(全日制)総合学科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立相模向陽館高等学校	かながわけんりつさがみこうようかんこうとうがっこう	〒252-0003 神奈川県座間市ひばりが丘3-58-1	046-298-3455	046-298-3458	http://www.sagamikoyokan-h.pen-kanagawa.ed.jp/	(定時制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立相模大野高等学校	かながわけんりつさがみおおのこうとうがっこう	〒252-0303 神奈川県相模原市南区相模大野4-1-1	042-749-1155	042-740-2852	http://www.sagamiono-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立相模田名高等学校	かながわけんりつさがみたなこうとうがっこう	〒252-0244 神奈川県相模原市中央区田名6786-1	042-761-3339	042-763-3802	http://www.sagamitana-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立足柄高等学校	かながわけんりつあしがらこうとうがっこう	〒250-0106 神奈川県南足柄市怒田860	0465-73-0010	0465-73-3278	http://www.ashigara-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立多摩高等学校	かながわけんりつたまこうとうがっこう	〒214-0021 神奈川県川崎市多摩区宿河原5-14-1	044-911-7107	044-934-4650	http://www.tama-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立大井高等学校	かながわけんりつおおいこうとうがっこう	〒258-0017 神奈川県足柄上郡大井町西大井984-1	0465-83-4101	0465-83-6222	http://www.oi-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立大磯高等学校	かながわけんりつおおいそこうとうがっこう	〒255-0002 神奈川県中郡大磯町東町2-9-1	0463-61-0058	0463-61-7982	http://www.oiso-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立大原高等学校	かながわけんりつおおはらこうとうがっこう	〒254-0074 神奈川県平塚市大原1-13	0463-34-0370	0463-34-3866	http://www.ohara-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立大師高等学校	かながわけんりつだいしこうとうがっこう	〒210-0827 神奈川県川崎市川崎区四谷下町25-1	044-276-1201	044-266-5961	http://www.daishi-ih.pen-kanagawa.ed.jp/	(全日制)総合学科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立大船高等学校	かながわけんりつおおふなこうとうがっこう	〒247-0054 神奈川県鎌倉市高野8-1	0467-47-1811	0467-43-4856	http://www.ofuna-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立大楠高等学校	かながわけんりつおおぐすこうとうがっこう	〒240-0102 神奈川県横須賀市荻野14-1	046-856-0024	046-857-6354	http://www.ogusu-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立大和高等学校	かながわけんりつやまとこうとうがっこう	〒242-0002 神奈川県大和市つきみ野3-4	046-274-0026	046-277-0691	http://www.yamato-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立大和西高等学校	かながわけんりつやまとにしこうとうがっこう	〒242-0006 神奈川県大和市南林間9-5-1	046-276-1155	046-277-0681	http://www.yamatonishi-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立大和東高等学校	かながわけんりつやまとひがしこうとうがっこう	〒242-0011 神奈川県大和市深見1760	046-264-1515	046-262-3655	http://www.yamatohigashi-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立大和南高等学校	かながわけんりつやまとみなみこうとうがっこう	〒242-0014 神奈川県大和市上和田2557	046-269-5050	046-268-4390	http://www.yamatominami-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立中央農業高等学校	かながわけんりつちゅうおうのうぎょうこうとうがっこう	〒243-0422 神奈川県海老名市中新田4-12-1	046-231-5202	046-231-1599	http://www.chuo-ah.pen-kanagawa.ed.jp/	(全日制)園芸科学科・畜産科学科・生産流通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立津久井高等学校	かながわけんりつつくいこうとうがっこう	〒252-0159 神奈川県相模原市緑区三ヶ木272-1	(全日制)0463-95-2578 / (定時制)0463-95-5968	0463-96-2558	http://www.tsukui-h.pen-kanagawa.ed.jp/	(全日制)普通科 / (定時制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立津久井浜高等学校	かながわけんりつつくいはまこうとうがっこう	〒239-0843 神奈川県横須賀市津久井4-4-1	046-848-2121	046-848-8939	http://www.tsukuihama-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立追浜高等学校	かながわけんりつおっぱまこうとうがっこう	〒237-0061 神奈川県横須賀市夏島町13	(全日制)046-865-4174 / (定時制)046-865-6912	046-865-9891	http://www.oppama-h.pen-kanagawa.ed.jp/	(全日制)普通科 / (定時制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立鶴見高等学校	かながわけんりつつるみこうとうがっこう	〒230-0012 神奈川県横浜市鶴見区下末吉6-2-1	045-581-4692	045-584-8505	http://www.tsurumi-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立鶴見総合高等学校	かながわけんりつつるみそうごうこうとうがっこう	〒230-0031 神奈川県横浜市鶴見区平安町2-28-8	045-506-1234	045-504-8733	http://www.tsurumisogo-ih.pen-kanagawa.ed.jp/	(全日制)総合学科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立鶴嶺高等学校	かながわけんりつつるみねこうとうがっこう	〒253-0084 神奈川県茅ヶ崎市円蔵1-16-1	0467-52-6601	0467-54-2124	http://www.tsurumine-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立田奈高等学校	かながわけんりつたなこうとうがっこう	〒227-0034 神奈川県横浜市青葉区桂台2-39-2	045-962-3135	045-962-9039	http://www.tana-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立藤沢工科高等学校	かながわけんりつふじさわこうかこうとうがっこう	〒252-0803 神奈川県藤沢市今田744	0466-43-3402	0466-43-4942	http://www.fujisawakoka-th.pen-kanagawa.ed.jp/	(全日制)総合技術科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立藤沢清流高等学校	かながわけんりつふじさわせいりゅうこうとうがっこう	〒251-0002 神奈川県藤沢市大鋸1450	0466-82-8111	0466-83-3536	http://www.fujisawaseiryu-h.pen-kanagawa.ed.jp/index.html	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立藤沢西高等学校	かながわけんりつふじさわにしこうとうがっこう	〒251-0861 神奈川県藤沢市大庭3608-2	0466-87-2150	0466-87-9704	http://www.fujisawanishi-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立藤沢総合高等学校	かながわけんりつふじさわそうごうこうとうがっこう	〒252-0801 神奈川県藤沢市長後1909	0466-45-5200	0466-46-0817	http://www.fujisawasogo-ih.pen-kanagawa.ed.jp/	(全日制)総合学科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立二宮高等学校	かながわけんりつにのみやこうとうがっこう	〒259-0134 神奈川県中郡二宮町一色1363	0463-71-3215	0463-73-3027	http://www.ninomiya-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立二俣川看護福祉高等学校	かながわけんりつふたまたがわかんごふくしこうとうがっこう	〒241-0815 神奈川県横浜市旭区中尾1-5-1	045-391-6165	045-361-9777	http://www.futamatagawa-h.pen-kanagawa.ed.jp/	(全日制)看護科・福祉科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立柏陽高等学校	かながわけんりつはくようこうとうがっこう	〒247-0004 神奈川県横浜市栄区柏陽1-1	045-892-2105	045-895-0856	http://www.hakuyo-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立白山高等学校	かながわけんりつはくさんこうとうがっこう	〒226-0006 神奈川県横浜市緑区白山4-71-1	045-933-2231	045-935-0573	http://www.hakusan-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立百合丘高等学校	かながわけんりつゆりがおかこうとうがっこう	〒214-0036 神奈川県川崎市多摩区南生田4-2-1	044-977-8955	044-976-8735	http://www.yurigaoka-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立氷取沢高等学校	かながわけんりつひとりざわこうとうがっこう	〒235-0043 神奈川県横浜市磯子区氷取沢町938-2	045-772-0606	045-776-2468	http://www.hitorizawa-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立舞岡高等学校	かながわけんりつまいおかこうとうがっこう	〒244-0814 神奈川県横浜市戸塚区南舞岡3-36-1	045-823-8761	045-825-3573	http://www.maioka-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立平塚江南高等学校	かながわけんりつひらつかこうなんこうとうがっこう	〒254-0063 神奈川県平塚市諏訪町5-1	0463-31-2066	0463-31-5363	http://www.hiratsukakonan-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立平塚商業高等学校	かながわけんりつひらつかしょうぎょうこうとうがっこう	〒254-0054 神奈川県平塚市中里50-1	(全日制)0463-31-2385 / (定時制)0463-31-1658	0463-34-4494	http://www.hiratsuka-ch.pen-kanagawa.ed.jp/	(全日制)商業科・国際経済科・情報処理科 / (定時制)総合学科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立平塚湘風高等学校	かながわけんりつひらつかしょうふうこうとうがっこう	〒254-0013 神奈川県平塚市田村3-13-1	0463-55-1532	0463-54-8299	http://hiratsukashofu-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立平塚農業高等学校	かながわけんりつひらつかのうぎょうこうとうがっこう	〒254-0064 神奈川県平塚市達上ヶ丘10-10	0463-31-0944	0463-34-9384	http://www.hiratsuka-ah.pen-kanagawa.ed.jp/	(全日制)食品科学科・園芸科学科・生産流通科<br/>分校：[[神奈川県立平塚農業高校初声分校]]	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立平塚農業高等学校初声分校	かながわけんりつひらつかのうぎょうこうとうがっこうはっせぶんこう	〒238-0114 神奈川県三浦市初声町和田3023-1	046-888-1036	046-888-1493	http://www.hiratsuka-ah-b.pen-kanagawa.ed.jp/	(定時制)園芸科学科<br/>本校：[[神奈川県立平塚農業高等学校初声分校]]	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立平�犢�科高等学校	かながわけんりつひらつかこうかこうとうがっこう	〒254-0821 神奈川県平塚市黒部丘12-7	0463-31-0417	0463-32-6983	http://www.hiratsukakoka-th.pen-kanagawa.ed.jp/	(全日制)総合技術科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立保土ケ谷高等学校	かながわけんりつほどがやこうとうがっこう	〒240-0045 神奈川県横浜市保土ヶ谷区川島町1557	045-371-7781	045-371-4560	http://www.hodogaya-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立麻溝台高等学校	かながわけんりつあさみぞだいこうとうがっこう	〒252-0329 神奈川県相模原市南区北里2-11-1	042-778-2731	042-778-4094	http://www.asamizodai-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立麻生高等学校	かながわけんりつあさおこうとうがっこう	〒215-0006 神奈川県川崎市麻生区金程3-4-1	044-966-7766	044-953-9234	http://www.asao-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立麻生総合高等学校	かながわけんりつあさおそうごうこうとうがっこう	〒215-0023 神奈川県川崎市麻生区片平1778	044-987-1750	044-989-6074	http://www.asaosogo-ih.pen-kanagawa.ed.jp/	(全日制)総合学科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立霧が丘高等学校	かながわけんりつきりがおかこうとうがっこう	〒226-0016 神奈川県横浜市緑区霧が丘6-16-1	045-921-6911	045-923-0753	http://www.kirigaoka-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立弥栄高等学校	かながわけんりつやえいこうとうがっこう	〒252-0229 神奈川県相模原市中央区弥栄3-1-8	042-758-4695	042-751-6137	http://www.yaei-h.pen-kanagawa.ed.jp/	(全日制)国際科・芸術科・スポーツ科学科・理数科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
神奈川県立有馬高等学校	かながわけんりつありまこうとうがっこう	〒243-0424 神奈川県海老名市社家240	046-238-1333	046-238-7980	http://www.arima-h.pen-kanagawa.ed.jp/	(全日制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
川崎市立橘高等学校	かわさきしりつたちばなこうとうがっこう	〒211-0012 神奈川県川崎市中原区中丸子562	044-411-2640	044-422-7412	http://www.keins.city.kawasaki.jp/school/original/ke500401.html	(全日制)普通科・国際科・スポーツ科 / (定時制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
川崎市立高津高等学校	かわさきしりつたかつこうとうがっこう	〒213-0011 神奈川県川崎市高津区久本3-11-1	044-811-2555	044-812-7030	http://www.keins.city.kawasaki.jp/school/original/ke500501.html	(全日制・定時制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
川崎市立商業高等学校	かわさきしりつしょうぎょうこうとうがっこう	〒212-0023 神奈川県川崎市幸区戸手本町1-150	044-522-0125	044-555-7554	http://www.kch.ac.jp/	(全日制)ビジネス教養科 / (定時制)商業科・普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
川崎市立川崎高等学校	かわさきしりつかわさきこうとうがっこう	〒210-0806 神奈川県川崎市川崎区中島3-3-1	044-244-4981	044-211-8295	http://www.keins.city.kawasaki.jp/school/original/ke500101.html	(全日制)普通科・生活科学科・福祉科 / (定時制)普通科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
川崎市立川崎総合科学高等学校	かわさきしりつかわさきそうごうかがくこうとうがっこう	〒212-0002 神奈川県川崎市幸区小向仲野町5-1	044-511-7336	044-511-9796	http://www.kst-h.ed.jp/	(全日制)情報工学科・総合電気科・電子機械科・建設工学科・デザイン科・科学科 / (定時制)電気科・電子科・機械科	[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]
