Prefecture,City,District,Name,Population,Capacity,Updated,Notes,Source,LatLng,Color
宮城県,石巻市,,中央公民館,130,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.427547,141.305161",measle_turquoise
宮城県,石巻市,,中津山一小,48,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.540848,141.238342",measle_turquoise
宮城県,石巻市,,中津山二小,45,,3月28日 20:00,,宮城県 市町村別避難所・避難者リストによる。http://www.pref.miyagi.jp/hinanjo.htm,"38.561001,141.243881",measle_turquoise
宮城県,石巻市,,前谷地小学校,70,,3月28日 20:00,,宮城県 市町村別避難所・避難者リストによる。http://www.pref.miyagi.jp/hinanjo.htm,"38.520447,141.189972",measle_turquoise
宮城県,石巻市,,創価学会平和会館（万石浦）,60,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.426395,141.375809",measle_turquoise
宮城県,石巻市,,図書館,120,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.430370,141.302658",measle_turquoise
宮城県,石巻市,,堤パーキング,100,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,,measle_turquoise
宮城県,石巻市,,大街道第四創価学会 石巻文化会館,130,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.431648,141.279282",measle_turquoise
宮城県,石巻市,,小積浜（民家）,33,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,,measle_turquoise
宮城県,石巻市,,小竹浜コミュニティセンター,81,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,,measle_turquoise
宮城県,石巻市,,山下小学校,218,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.432491,141.295700",measle_blue
宮城県,石巻市,,市役所本庁舎（３Ｆ「多目的ホール」）,20,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.434563,141.302750",measle_turquoise
宮城県,石巻市,,市民の森（第一駐車場車10台）,150,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.431480,141.326706",measle_turquoise
宮城県,石巻市,,折立集会所,30,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,,measle_turquoise
宮城県,石巻市,,旧石材会館,20,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,,measle_turquoise
宮城県,石巻市,,明友館,50,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.437393,141.320038",measle_turquoise
宮城県,石巻市,,明神斎場,44,,4月5日 0:00,,宮城県 市町村別避難所・避難者リストによる。http://www.pref.miyagi.jp/hinanjo.htm,,measle_turquoise
宮城県,石巻市,,桃生小学校,48,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.566429,141.276245",measle_turquoise
宮城県,石巻市,,梅渓寺,30,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.439396,141.344772",measle_turquoise
宮城県,石巻市,,河南東中学校,124,,3月28日 20:00,,宮城県 市町村別避難所・避難者リストによる。http://www.pref.miyagi.jp/hinanjo.htm,"38.494175,141.239883",measle_turquoise
宮城県,石巻市,,河南農村改善センター,103,,3月28日 20:00,,,,measle_turquoise
宮城県,石巻市,,河南農村環境改善センター,93,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.498380,141.238978",measle_turquoise
宮城県,石巻市,,法務局,25,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.427544,141.299530",measle_turquoise
宮城県,石巻市,,消防本部,70,,4月2日 0:00,,宮城県 市町村別避難所・避難者リストによる。http://www.pref.miyagi.jp/hinanjo.htm,"38.444515,141.310837",measle_turquoise
宮城県,石巻市,,渡波保育所,60,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.416542,141.362961",measle_turquoise
宮城県,石巻市,,牡鹿斎場,30,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.298153,141.513168",measle_turquoise
宮城県,石巻市,,牡鹿清優館,148,,4月5日 20:00,（鮎川小、谷川小、牡鹿中受入）,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.298195,141.498215",measle_turquoise
宮城県,石巻市,,牡鹿総合支所,58,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.301983,141.508469",measle_turquoise
宮城県,石巻市,,牧山社務所,70,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.439659,141.339462",measle_turquoise
宮城県,石巻市,,石巻北高校,197,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.485237,141.283020",measle_turquoise
宮城県,石巻市,,石巻小学校,40,,3月28日 20:00,,宮城県 市町村別避難所・避難者リストによる。http://www.pref.miyagi.jp/hinanjo.htm,"38.428959,141.305405",measle_turquoise
宮城県,石巻市,,第二ひたかみ園,47,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.452942,141.255905",measle_turquoise
宮城県,石巻市,,船戸斎場,7,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,,measle_turquoise
宮城県,石巻市,,荻浜小学校,132,,3月28日 20:00,ＴＥＬ０２２５?９０?２６１９,,,measle_turquoise
宮城県,石巻市,,蛇田中学校,312,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.446537,141.264328",measle_blue
宮城県,石巻市,,開北小学校,66,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.443043,141.314270",measle_turquoise
宮城県,石巻市,,須江小学校,12,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.472713,141.241074",measle_turquoise
宮城県,石巻市,,館山（八幡町）,18,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.430042,141.313339",measle_turquoise
宮城県,石巻市,不動町２丁目１６,勤労体育センター,173,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.437583,141.320160",measle_turquoise
宮城県,石巻市,中央2,石巻中学校,440,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.428135,141.298004",measle_blue
宮城県,石巻市,中里５丁目７?１,中里小学校,175,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.444080,141.297302",measle_turquoise
宮城県,石巻市,井内字一番７８−２,阿部民石材店,11,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.443516,141.331367",measle_turquoise
宮城県,石巻市,伊原津２丁目１０−５０,ヨークベニマル鹿妻店,35,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.419264,141.338497",measle_turquoise
宮城県,石巻市,伊原津２丁目１１−２９,元JA 渡波支店,60,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.418725,141.341155",measle_turquoise
宮城県,石巻市,住吉町,住吉小学校,97,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.437569,141.312561",measle_turquoise
宮城県,石巻市,前網,前網個人宅1箇所,20,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.390235,141.515958",measle_turquoise
宮城県,石巻市,北上町十三浜大指,大指林業センター,31,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.611046,141.516512",measle_turquoise
宮城県,石巻市,北上町十三浜字上大平１３８−１,白浜荘,57,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.583593,141.469476",measle_turquoise
宮城県,石巻市,北上町十三浜字吉浜２６６,はまぎく,79,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.577110,141.438726",measle_turquoise
宮城県,石巻市,北上町十三浜字東田３５３,長観寺,60,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.578410,141.448765",measle_turquoise
宮城県,石巻市,北上町十三浜小室・大室,小室大室,100,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.593354,141.486283",measle_turquoise
宮城県,石巻市,北上町十三浜小泊,小泊 （佐々木宅）,39,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.597862,141.500500",measle_turquoise
宮城県,石巻市,北上町十三浜小滝,小滝,2,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.620346,141.521960",measle_turquoise
宮城県,石巻市,北上町十三浜相川,相川子育て支援センター,166,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.607258,141.499957",measle_turquoise
宮城県,石巻市,北上町大須橋浦,北上中学校,216,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.568031,141.427002",measle_blue
宮城県,石巻市,北上町女川字峯1,追分温泉,38,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.561150,141.408116",measle_turquoise
宮城県,石巻市,北村字前山１５−１,遊楽館,129,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.501108,141.196673",measle_turquoise
宮城県,石巻市,十八成浜十八成,十八成老人憩いの家,146,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.310043,141.493030",measle_turquoise
宮城県,石巻市,南光町２丁目,日本製紙南光町社宅,500,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.423095,141.296079",measle_blue
宮城県,石巻市,南境字大樋２０,石巻商業高校,126,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.452820,141.306702",measle_turquoise
宮城県,石巻市,南境字後谷５０,遠山製麺所,25,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.451837,141.299564",measle_turquoise
宮城県,石巻市,南境新水戸1番地,石巻専修大学,230,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.453827,141.294327",measle_blue
宮城県,石巻市,古館山,館山桜公園,0,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）に記載なしhttp://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.430169,141.317097",measle_grey
宮城県,石巻市,吉野町,湊小学校,300,,4月5日 20:00,指定避難所。孤立状態でお年寄りが多い。,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.427246,141.316452",measle_blue
宮城県,石巻市,吉野町1-4-9,多福院,20,,4月5日 20:00,生後5ｹ月の赤ちゃんもいる。,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.426758,141.317841",measle_turquoise
宮城県,石巻市,吉野町２丁目６−７,湊水産,70,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.424248,141.321624",measle_turquoise
宮城県,石巻市,向陽町４丁目１３?２４,向陽小学校,108,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.452042,141.278732",measle_turquoise
宮城県,石巻市,向陽町４丁目９?１１,向陽地区コミュニティーセンター,66,,3月28日 20:00,,宮城県 市町村別避難所・避難者リストによる。http://www.pref.miyagi.jp/hinanjo.htm,"38.451660,141.279327",measle_turquoise
宮城県,石巻市,大原浜一の峠17,大原中学校,53,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.346971,141.480632",measle_turquoise
宮城県,石巻市,大手町3-15,石巻高校,288,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.425812,141.299347",measle_blue
宮城県,石巻市,大浜,近藤宅,9,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.412437,141.399947",measle_turquoise
宮城県,石巻市,大街道南1丁目3?1,大街道小学校,379,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.428288,141.282089",measle_blue
宮城県,石巻市,大街道東１丁目２−３４,宮城マンション,40,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.428219,141.288993",measle_turquoise
宮城県,石巻市,大街道西２丁目５?１,釜小学校,340,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.432552,141.273972",measle_blue
宮城県,石巻市,大門町3丁目4-10,斎場ほたる,20,,4月5日 20:00,指定避難所。電気、水道無し+看護体制不十分。,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.420486,141.324371",measle_turquoise
宮城県,石巻市,大門町４丁目１?１,湊中学校,58,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.418812,141.321945",measle_turquoise
宮城県,石巻市,女川原発,女川原発体育館,49,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.395503,141.505763",measle_turquoise
宮城県,石巻市,字戸泥８の１,大原小学校,130,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.334244,141.475616",measle_turquoise
宮城県,石巻市,字田ノ浜山３,荻浜中学校,121,,3月28日 20:00,phone:0225-90-2224　　　　　　　　　　　石巻市侍浜字周辺住民、多数　１歳５歳乳幼児、高齢者多い、携帯電波届かない地域、孤立が心配、,,,measle_turquoise
宮城県,石巻市,宇田川町1-24,宮城水産高校,67,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.420555,141.369644",measle_turquoise
宮城県,石巻市,寄磯浜五梅沢２４,寄磯小学校,120,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.391513,141.522941",measle_turquoise
宮城県,石巻市,小島,佐藤宅,10,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.462060,141.366453",measle_turquoise
宮城県,石巻市,小渕,小渕個人宅19箇所,408,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.320400,141.469661",measle_blue
宮城県,石巻市,小網倉,小網倉個人宅３カ所,60,,3月28日 20:00,,宮城県 市町村別避難所・避難者リストによる。http://www.pref.miyagi.jp/hinanjo.htm,"38.352937,141.456749",measle_turquoise
宮城県,石巻市,山下町１丁目１１−２２,やすらぎ荘,30,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.431647,141.293970",measle_turquoise
宮城県,石巻市,成田字小塚裏畑５４,石巻市河北総合センター（ビッグバン）,539,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.517349,141.309654",measle_blue
宮城県,石巻市,折浜字風越１３,峰耕寺,55,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.404082,141.404358",measle_turquoise
宮城県,石巻市,折浜蛤浜,蛤浜集会所,20,,4月5日 20:00,ライフラインが全てない。携帯の電波なし。,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.404352,141.409277",measle_turquoise
宮城県,石巻市,新山,新山生活センター,114,,3月28日 20:00,,宮城県 市町村別避難所・避難者リストによる。http://www.pref.miyagi.jp/hinanjo.htm,"38.570778,141.279507",measle_turquoise
宮城県,石巻市,新栄１丁目２５−７,稲井公民館,110,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.446477,141.335520",measle_turquoise
宮城県,石巻市,日和が丘２丁目１１−８,市立女子高校,170,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.423265,141.304356",measle_turquoise
宮城県,石巻市,明神町,明神児童遊園,36,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.416285,141.320982",measle_turquoise
宮城県,石巻市,月浦,月浦（民家）,64,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.383527,141.428086",measle_turquoise
宮城県,石巻市,東中里３丁目３?１,住吉中学校,250,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.442226,141.306061",measle_blue
宮城県,石巻市,根岸,根岸集会所,80,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.443706,141.350307",measle_turquoise
宮城県,石巻市,桃浦字米久保５,荻浜小学校,132,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.396401,141.437416",measle_turquoise
宮城県,石巻市,橋浦,橋浦小学校,180,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.554379,141.408646",measle_turquoise
宮城県,石巻市,水浜,旧水浜保育所,107,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.504426,141.486739",measle_turquoise
宮城県,石巻市,沢田,沢田会館,50,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.433114,141.382516",measle_turquoise
宮城県,石巻市,沢田字折立入５６,表沢田集会所,10,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.438366,141.385320",measle_turquoise
宮城県,石巻市,泉町3－2－17,カトリック幼稚園,30,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.429035,141.298562",measle_turquoise
宮城県,石巻市,泉町４丁目７?１２,門脇中学校,681,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.428043,141.296555",measle_blue
宮城県,石巻市,泊,泊コミセン,159,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.349945,141.521843",measle_turquoise
宮城県,石巻市,流留字七勺２１,万石浦中学校,377,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.425629,141.372238",measle_blue
宮城県,石巻市,渡波字仁田山２,洞源院,260,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.410574,141.371406",measle_blue
宮城県,石巻市,渡波字栄田,鹿妻小学校,743,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.423786,141.346313",measle_blue
宮城県,石巻市,渡波字浜曽根山一,渡波中学校,59,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.416537,141.351538",measle_turquoise
宮城県,石巻市,渡波字神明３５?３,法音寺,80,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.412782,141.373961",measle_turquoise
宮城県,石巻市,渡波町2丁目6番31号,渡波公民館,100,,3月28日 20:00,,宮城県 市町村別避難所・避難者リストによる。http://www.pref.miyagi.jp/hinanjo.htm,"38.417004,141.366852",measle_turquoise
宮城県,石巻市,渡波町１-５-２２,渡波小学校,700,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.418575,141.364410",measle_blue
宮城県,石巻市,渡波祝田,祝田一区集会所,40,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.413329,141.371402",measle_turquoise
宮城県,石巻市,湊,湊公民館,15,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.425076,141.323068",measle_turquoise
宮城県,石巻市,湊,牧山参道会館,40,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.424677,141.323765",measle_turquoise
宮城県,石巻市,湊字根上り松２−１,パチンコゼットン,6,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.420646,141.327254",measle_turquoise
宮城県,石巻市,湊字鳥井崎1-10,祥光寮,45,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.434334,141.319690",measle_turquoise
宮城県,石巻市,湊字鹿妻山96,法山寺幼稚園,100,,4月5日 20:00,,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.423943,141.338089",measle_turquoise
宮城県,石巻市,牧浜字竹浜道２２−２,東浜小学校・区長宅,89,,4月5日 20:00,指定避難所,石巻市ホームページ 避難所リスト（4/5 20:00）による。http://www.city.ishinomaki.lg.jp/hishokoho/zisinn2011.jsp,"38.363744,141.434148",measle_turquoise
